GENESIS-Tabelle: 23211-0002
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht;;;;
Todesursachenstatistik;;;;
Deutschland;;;;
Gestorbene (Anzahl);;;;
;;Geschlecht;Geschlecht;Geschlecht
1996;BN der Lippe, der Mundhöhle und des Pharynx;3789;977;4766
1996;BN des Ösophagus;3183;959;4142
1996;BN des Magens;7827;7417;15244
1996;BN des Dickdarms;9064;12098;21162
1996;BN des Rektums, des Anus und am Rektosigmoid;4709;4589;9298
1996;BN der Leber, der Gallenwege und des Pankreas;9400;11147;20547
1996;BN der Leber und der intrahepatischen Gallengänge;2848;1801;4649
1996;BN des Pankreas;5135;5940;11075
1996;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29853;8622;38475
1996;BN der Bronchien und der Lunge;28290;8397;36687
1996;Melanom und sonstige bösartige Neubild. der Haut;1197;1230;2427
1996;Bösartiges Melanom der Haut;989;1003;1992
1996;BN der Brustdrüse;143;18876;19019
1996;BN der Genital- und Harnorgane;20459;17717;38176
1996;BN der Cervix uteri;-;2154;2154
1996;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;3109;3109
1996;BN des Ovars;-;6132;6132
1996;BN der Prostata;11916;-;11916
1996;BN der Niere, ausgenommen Nierenbecken;3089;2271;5360
1996;BN der Harnblase;4268;2222;6490
1996;BN d. lymphat., blutbild. u. verwandten Gewebes;7625;7802;15427
1996;Leukämie;3321;3289;6610
1996;Gutartige Neubildungen;133;227;360
1996;Krankheiten des Blutes u. der blutbildenden Organe;695;1047;1742
1996;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;9806;17168;26974
1996;Diabetes mellitus;8583;15357;23940
1996;Psychische und Verhaltensstörungen;7170;4595;11765
1996;Psychische und Verhaltensstörungen durch Alkohol;4588;1206;5794
1996;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;1302;277;1579
1996;Krankheiten d. Nervensystems u. d. Sinnesorgane;7165;8800;15965
1996;Meningitis;134;169;303
1996;Krankheiten des Kreislaufsystems;175688;250196;425884
1996;Hypertonie (Hochdruckkrankheit);4459;9927;14386
1996;Ischämische Herzkrankheiten;86404;94901;181305
1996;Akuter oder rezidivierender Myokardinfarkt;47341;37865;85206
1996;Sonstige Formen der Herzkrankheit;30453;52434;82887
1996;Sonstige Krankheiten des Endokards;1982;3350;5332
1996;Zerebrovaskuläre Krankheiten;35537;63729;99266
1996;Schlaganfall, nicht als Blutung oder Infarkt bez.;20111;38015;58126
1996;Krankheiten der Arterien, Arteriolen und Kapillare;10169;16241;26410
1996;Krankheiten des Atmungssystems;28695;25148;53843
1996;Grippe;129;293;422
1996;Pneumonie;7346;10035;17381
1996;Chronische Krankheiten der unteren Atemwege;18088;11588;29676
1996;Asthma;2809;2539;5348
1996;COVID-19, Virus nachgewiesen;-;-;-
1996;COVID-19, Virus nicht nachgewiesen;-;-;-
1996;Krankheiten des Verdauungssystems;21681;20259;41940
1996;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1578;2082;3660
1996;Krankheiten der Leber;13189;6911;20100
1996;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;12723;6479;19202
1996;Krankheiten der Haut und der Unterhaut;155;501;656
1996;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;591;1610;2201
1996;Chronische Polyarthritis und Arthrose;176;728;904
1996;Krankheiten des Urogenitalsystems;4146;5393;9539
1996;Krankheiten der Niere;3345;4523;7868
1996;Schwangerschaft, Geburt und Wochenbett;-;51;51
1996;Best.Zustände mit Ursprung in der Perinatalperiode;929;696;1625
1996;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1104;902;2006
1996;Angeborene Fehlbildungen des Nervensystems;123;116;239
1996;Angeborene Fehlbildungen des Kreislaufsystems;440;341;781
1996;Symptome und abnorme klinische und Laborbefunde;10712;12142;22854
1996;Plötzlicher Kindstod;405;287;692
1996;Sonst. ungenau bezeichnete u. unbek. Todesursachen;8360;6065;14425
1996;Äußere Ursachen von Morbidität und Mortalität;23904;14612;38516
1996;Unfälle einschließlich Spätfolgen;13347;10202;23549
1996;Transportmittelunfälle;6549;2395;8944
1996;Stürze;3953;6284;10237
1996;Ertrinken und Untergehen;373;136;509
1996;Exposition gegenüber Rauch, Feuer und Flammen;412;302;714
1996;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);169;90;259
1996;Vorsätzliche Selbstbeschädigung;8728;3497;12225
1996;Tätlicher Angriff;549;336;885
1996;Ereignis, dessen nähere Umstände unbestimmt sind;1262;575;1837
1996;Insgesamt;408082;474761;882843
1997;Bestimmte infektiöse und parasitäre Krankheiten;3870;3831;7701
1997;Tuberkulose einschließlich ihrer Folgezustände;504;301;805
1997;Meningokokkeninfektion;37;37;74
1997;Virushepatitis;196;161;357
1997;HIV-Krankheit;667;147;814
1997;Neubildungen;110063;105702;215765
1997;Bösartige Neubildungen (BN);107618;102472;210090
1997;BN der Lippe, der Mundhöhle und des Pharynx;3778;1000;4778
1997;BN des Ösophagus;3229;930;4159
1997;BN des Magens;7357;6860;14217
1997;BN des Dickdarms;9052;11734;20786
1997;BN des Rektums, des Anus und am Rektosigmoid;4619;4369;8988
1997;BN der Leber, der Gallenwege und des Pankreas;9705;11427;21132
1997;BN der Leber und der intrahepatischen Gallengänge;2925;1904;4829
1997;BN des Pankreas;5328;5991;11319
1997;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29930;8978;38908
1997;BN der Bronchien und der Lunge;28391;8759;37150
1997;Melanom und sonstige bösartige Neubild. der Haut;1281;1188;2469
1997;Bösartiges Melanom der Haut;1085;996;2081
1997;BN der Brustdrüse;112;18378;18490
1997;BN der Genital- und Harnorgane;19990;17824;37814
1997;BN der Cervix uteri;-;2071;2071
1997;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;3107;3107
1997;BN des Ovars;-;6262;6262
1997;BN der Prostata;11455;-;11455
1997;BN der Niere, ausgenommen Nierenbecken;3068;2218;5286
1997;BN der Harnblase;4226;2331;6557
1997;BN d. lymphat., blutbild. u. verwandten Gewebes;7750;7749;15499
1997;Leukämie;3405;3357;6762
1997;Gutartige Neubildungen;118;205;323
1997;Krankheiten des Blutes u. der blutbildenden Organe;737;1055;1792
1997;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;9054;16250;25304
1997;Diabetes mellitus;7856;14514;22370
1997;Psychische und Verhaltensstörungen;7100;4798;11898
1997;Psychische und Verhaltensstörungen durch Alkohol;4626;1257;5883
1997;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;1134;262;1396
1997;Krankheiten d. Nervensystems u. d. Sinnesorgane;7136;8555;15691
1997;Meningitis;124;157;281
1997;Krankheiten des Kreislaufsystems;171471;244421;415892
1997;Hypertonie (Hochdruckkrankheit);4592;10475;15067
1997;Ischämische Herzkrankheiten;84591;94059;178650
1997;Akuter oder rezidivierender Myokardinfarkt;45631;37262;82893
1997;Sonstige Formen der Herzkrankheit;30290;51534;81824
1997;Sonstige Krankheiten des Endokards;1961;3293;5254
1997;Zerebrovaskuläre Krankheiten;33539;60108;93647
1997;Schlaganfall, nicht als Blutung oder Infarkt bez.;18827;35748;54575
1997;Krankheiten der Arterien, Arteriolen und Kapillare;9846;15345;25191
1997;Krankheiten des Atmungssystems;26958;23476;50434
1997;Grippe;70;114;184
1997;Pneumonie;7534;9794;17328
1997;Chronische Krankheiten der unteren Atemwege;16311;10445;26756
1997;Asthma;2476;2207;4683
1997;COVID-19, Virus nachgewiesen;-;-;-
1997;COVID-19, Virus nicht nachgewiesen;-;-;-
1997;Krankheiten des Verdauungssystems;21226;19588;40814
1997;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1483;1914;3397
1997;Krankheiten der Leber;12865;6702;19567
1997;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;12339;6281;18620
1997;Krankheiten der Haut und der Unterhaut;133;430;563
1997;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;522;1551;2073
1997;Chronische Polyarthritis und Arthrose;181;612;793
1997;Krankheiten des Urogenitalsystems;3974;5096;9070
1997;Krankheiten der Niere;3139;4135;7274
1997;Schwangerschaft, Geburt und Wochenbett;-;49;49
1997;Best.Zustände mit Ursprung in der Perinatalperiode;940;685;1625
1997;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1088;972;2060
1997;Angeborene Fehlbildungen des Nervensystems;121;127;248
1997;Angeborene Fehlbildungen des Kreislaufsystems;457;393;850
1997;Symptome und abnorme klinische und Laborbefunde;10453;11862;22315
1997;Plötzlicher Kindstod;404;267;671
1997;Sonst. ungenau bezeichnete u. unbek. Todesursachen;8120;5987;14107
1997;Äußere Ursachen von Morbidität und Mortalität;23592;13751;37343
1997;Unfälle einschließlich Spätfolgen;13003;9479;22482
1997;Transportmittelunfälle;6441;2298;8739
1997;Stürze;3740;5644;9384
1997;Ertrinken und Untergehen;448;154;602
1997;Exposition gegenüber Rauch, Feuer und Flammen;332;253;585
1997;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);181;99;280
1997;Vorsätzliche Selbstbeschädigung;8841;3424;12265
1997;Tätlicher Angriff;453;303;756
1997;Ereignis, dessen nähere Umstände unbestimmt sind;1273;544;1817
1997;Insgesamt;398317;462072;860389
1998;Bestimmte infektiöse und parasitäre Krankheiten;3938;3863;7801
1998;Tuberkulose einschließlich ihrer Folgezustände;456;255;711
1998;Meningokokkeninfektion;38;30;68
1998;Virushepatitis;464;447;911
1998;HIV-Krankheit;501;95;596
1998;Neubildungen;111339;107106;218445
1998;Bösartige Neubildungen (BN);108830;103918;212748
1998;BN der Lippe, der Mundhöhle und des Pharynx;3827;1138;4965
1998;BN des Ösophagus;3045;921;3966
1998;BN des Magens;7015;6806;13821
1998;BN des Dickdarms;9185;11579;20764
1998;BN des Rektums, des Anus und am Rektosigmoid;4499;4431;8930
1998;BN der Leber, der Gallenwege und des Pankreas;10037;11466;21503
1998;BN der Leber und der intrahepatischen Gallengänge;3252;2011;5263
1998;BN des Pankreas;5400;6234;11634
1998;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30083;9483;39566
1998;BN der Bronchien und der Lunge;28649;9285;37934
1998;Melanom und sonstige bösartige Neubild. der Haut;1223;1202;2425
1998;Bösartiges Melanom der Haut;1026;1004;2030
1998;BN der Brustdrüse;211;17692;17903
1998;BN der Genital- und Harnorgane;19287;16909;36196
1998;BN der Cervix uteri;-;1960;1960
1998;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2885;2885
1998;BN des Ovars;-;6027;6027
1998;BN der Prostata;11417;-;11417
1998;BN der Niere, ausgenommen Nierenbecken;3099;2230;5329
1998;BN der Harnblase;3697;2092;5789
1998;BN d. lymphat., blutbild. u. verwandten Gewebes;8000;8453;16453
1998;Leukämie;3512;3468;6980
1998;Gutartige Neubildungen;175;213;388
1998;Krankheiten des Blutes u. der blutbildenden Organe;637;968;1605
1998;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;8255;14939;23194
1998;Diabetes mellitus;7209;13454;20663
1998;Psychische und Verhaltensstörungen;6285;3435;9720
1998;Psychische und Verhaltensstörungen durch Alkohol;4498;1267;5765
1998;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;844;243;1087
1998;Krankheiten d. Nervensystems u. d. Sinnesorgane;7232;8702;15934
1998;Meningitis;105;103;208
1998;Krankheiten des Kreislaufsystems;169301;242103;411404
1998;Hypertonie (Hochdruckkrankheit);4783;10282;15065
1998;Ischämische Herzkrankheiten;84015;94700;178715
1998;Akuter oder rezidivierender Myokardinfarkt;44924;37064;81988
1998;Sonstige Formen der Herzkrankheit;29426;50825;80251
1998;Sonstige Krankheiten des Endokards;2122;3660;5782
1998;Zerebrovaskuläre Krankheiten;32672;57522;90194
1998;Schlaganfall, nicht als Blutung oder Infarkt bez.;17970;33714;51684
1998;Krankheiten der Arterien, Arteriolen und Kapillare;9887;15310;25197
1998;Krankheiten des Atmungssystems;25878;23206;49084
1998;Grippe;88;151;239
1998;Pneumonie;7446;9816;17262
1998;Chronische Krankheiten der unteren Atemwege;15514;10580;26094
1998;Asthma;2050;2056;4106
1998;COVID-19, Virus nachgewiesen;-;-;-
1998;COVID-19, Virus nicht nachgewiesen;-;-;-
1998;Krankheiten des Verdauungssystems;20827;19683;40510
1998;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1475;1951;3426
1998;Krankheiten der Leber;12238;6325;18563
1998;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;11656;5844;17500
1998;Krankheiten der Haut und der Unterhaut;135;335;470
1998;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;556;1290;1846
1998;Chronische Polyarthritis und Arthrose;111;504;615
1998;Krankheiten des Urogenitalsystems;4606;6129;10735
1998;Krankheiten der Niere;3696;4866;8562
1998;Schwangerschaft, Geburt und Wochenbett;-;44;44
1998;Best.Zustände mit Ursprung in der Perinatalperiode;904;696;1600
1998;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;940;882;1822
1998;Angeborene Fehlbildungen des Nervensystems;96;93;189
1998;Angeborene Fehlbildungen des Kreislaufsystems;406;320;726
1998;Symptome und abnorme klinische und Laborbefunde;10620;12970;23590
1998;Plötzlicher Kindstod;356;246;602
1998;Sonst. ungenau bezeichnete u. unbek. Todesursachen;8149;6163;14312
1998;Äußere Ursachen von Morbidität und Mortalität;21994;12584;34578
1998;Unfälle einschließlich Spätfolgen;11489;8184;19673
1998;Transportmittelunfälle;5752;2213;7965
1998;Stürze;3068;4161;7229
1998;Ertrinken und Untergehen;363;114;477
1998;Exposition gegenüber Rauch, Feuer und Flammen;294;228;522
1998;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);187;82;269
1998;Vorsätzliche Selbstbeschädigung;8575;3069;11644
1998;Tätlicher Angriff;431;277;708
1998;Ereignis, dessen nähere Umstände unbestimmt sind;1459;1042;2501
1998;Insgesamt;393447;458935;852382
1999;Bestimmte infektiöse und parasitäre Krankheiten;4444;4678;9122
1999;Tuberkulose einschließlich ihrer Folgezustände;380;250;630
1999;Meningokokkeninfektion;39;41;80
1999;Virushepatitis;568;553;1121
1999;HIV-Krankheit;479;108;587
1999;Neubildungen;110607;105657;216264
1999;Bösartige Neubildungen (BN);108272;102565;210837
1999;BN der Lippe, der Mundhöhle und des Pharynx;3733;1208;4941
1999;BN des Ösophagus;3179;960;4139
1999;BN des Magens;6902;6243;13145
1999;BN des Dickdarms;8998;11600;20598
1999;BN des Rektums, des Anus und am Rektosigmoid;4455;4333;8788
1999;BN der Leber, der Gallenwege und des Pankreas;10379;11641;22020
1999;BN der Leber und der intrahepatischen Gallengänge;3274;2089;5363
1999;BN des Pankreas;5750;6384;12134
1999;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29552;9625;39177
1999;BN der Bronchien und der Lunge;28192;9423;37615
1999;Melanom und sonstige bösartige Neubild. der Haut;1238;1153;2391
1999;Bösartiges Melanom der Haut;1057;964;2021
1999;BN der Brustdrüse;182;17616;17798
1999;BN der Genital- und Harnorgane;19138;16514;35652
1999;BN der Cervix uteri;-;2020;2020
1999;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2824;2824
1999;BN des Ovars;-;5847;5847
1999;BN der Prostata;11123;-;11123
1999;BN der Niere, ausgenommen Nierenbecken;3008;2227;5235
1999;BN der Harnblase;3905;2041;5946
1999;BN d. lymphat., blutbild. u. verwandten Gewebes;8092;8589;16681
1999;Leukämie;3497;3523;7020
1999;Gutartige Neubildungen;111;186;297
1999;Krankheiten des Blutes u. der blutbildenden Organe;681;977;1658
1999;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;8553;14779;23332
1999;Diabetes mellitus;7560;13387;20947
1999;Psychische und Verhaltensstörungen;6170;3363;9533
1999;Psychische und Verhaltensstörungen durch Alkohol;4387;1221;5608
1999;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;915;205;1120
1999;Krankheiten d. Nervensystems u. d. Sinnesorgane;7211;8525;15736
1999;Meningitis;99;72;171
1999;Krankheiten des Kreislaufsystems;166927;239195;406122
1999;Hypertonie (Hochdruckkrankheit);5199;11554;16753
1999;Ischämische Herzkrankheiten;82209;92872;175081
1999;Akuter oder rezidivierender Myokardinfarkt;42549;34412;76961
1999;Sonstige Formen der Herzkrankheit;29846;51718;81564
1999;Sonstige Krankheiten des Endokards;2238;3642;5880
1999;Zerebrovaskuläre Krankheiten;31126;54629;85755
1999;Schlaganfall, nicht als Blutung oder Infarkt bez.;16503;30607;47110
1999;Krankheiten der Arterien, Arteriolen und Kapillare;9869;14987;24856
1999;Krankheiten des Atmungssystems;26647;24858;51505
1999;Grippe;141;223;364
1999;Pneumonie;7702;10901;18603
1999;Chronische Krankheiten der unteren Atemwege;15461;10621;26082
1999;Asthma;1930;1901;3831
1999;COVID-19, Virus nachgewiesen;-;-;-
1999;COVID-19, Virus nicht nachgewiesen;-;-;-
1999;Krankheiten des Verdauungssystems;20414;19740;40154
1999;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1444;1878;3322
1999;Krankheiten der Leber;11929;6366;18295
1999;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;11374;5861;17235
1999;Krankheiten der Haut und der Unterhaut;126;315;441
1999;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;577;1223;1800
1999;Chronische Polyarthritis und Arthrose;116;444;560
1999;Krankheiten des Urogenitalsystems;4609;6140;10749
1999;Krankheiten der Niere;3665;4881;8546
1999;Schwangerschaft, Geburt und Wochenbett;-;37;37
1999;Best.Zustände mit Ursprung in der Perinatalperiode;917;708;1625
1999;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;873;737;1610
1999;Angeborene Fehlbildungen des Nervensystems;95;77;172
1999;Angeborene Fehlbildungen des Kreislaufsystems;351;282;633
1999;Symptome und abnorme klinische und Laborbefunde;10448;12131;22579
1999;Plötzlicher Kindstod;295;212;507
1999;Sonst. ungenau bezeichnete u. unbek. Todesursachen;8254;5891;14145
1999;Äußere Ursachen von Morbidität und Mortalität;21538;12525;34063
1999;Unfälle einschließlich Spätfolgen;11590;8125;19715
1999;Transportmittelunfälle;5789;2197;7986
1999;Stürze;3133;4169;7302
1999;Ertrinken und Untergehen;447;150;597
1999;Exposition gegenüber Rauch, Feuer und Flammen;294;212;506
1999;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);147;78;225
1999;Vorsätzliche Selbstbeschädigung;8080;3077;11157
1999;Tätlicher Angriff;418;301;719
1999;Ereignis, dessen nähere Umstände unbestimmt sind;1418;1012;2430
1999;Insgesamt;390742;455588;846330
2000;Bestimmte infektiöse und parasitäre Krankheiten;5071;5058;10129
2000;Tuberkulose einschließlich ihrer Folgezustände;396;211;607
2000;Meningokokkeninfektion;25;40;65
2000;Virushepatitis;602;550;1152
2000;HIV-Krankheit;477;103;580
2000;Neubildungen;112061;104358;216419
2000;Bösartige Neubildungen (BN);109625;101113;210738
2000;BN der Lippe, der Mundhöhle und des Pharynx;3576;1069;4645
2000;BN des Ösophagus;3188;937;4125
2000;BN des Magens;6909;6223;13132
2000;BN des Dickdarms;9064;11170;20234
2000;BN des Rektums, des Anus und am Rektosigmoid;4594;4159;8753
2000;BN der Leber, der Gallenwege und des Pankreas;10530;11320;21850
2000;BN der Leber und der intrahepatischen Gallengänge;3460;2029;5489
2000;BN des Pankreas;5750;6366;12116
2000;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30526;10027;40553
2000;BN der Bronchien und der Lunge;29121;9834;38955
2000;Melanom und sonstige bösartige Neubild. der Haut;1379;1227;2606
2000;Bösartiges Melanom der Haut;1161;1017;2178
2000;BN der Brustdrüse;221;17814;18035
2000;BN der Genital- und Harnorgane;19181;16495;35676
2000;BN der Cervix uteri;-;1882;1882
2000;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2720;2720
2000;BN des Ovars;-;6006;6006
2000;BN der Prostata;11107;-;11107
2000;BN der Niere, ausgenommen Nierenbecken;3005;2149;5154
2000;BN der Harnblase;3804;2173;5977
2000;BN d. lymphat., blutbild. u. verwandten Gewebes;8133;8053;16186
2000;Leukämie;3508;3341;6849
2000;Gutartige Neubildungen;152;251;403
2000;Krankheiten des Blutes u. der blutbildenden Organe;740;1075;1815
2000;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;8612;15059;23671
2000;Diabetes mellitus;7648;13532;21180
2000;Psychische und Verhaltensstörungen;5633;3003;8636
2000;Psychische und Verhaltensstörungen durch Alkohol;3937;1053;4990
2000;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;904;200;1104
2000;Krankheiten d. Nervensystems u. d. Sinnesorgane;7396;8713;16109
2000;Meningitis;120;106;226
2000;Krankheiten des Kreislaufsystems;161360;233683;395043
2000;Hypertonie (Hochdruckkrankheit);5711;13064;18775
2000;Ischämische Herzkrankheiten;78879;88802;167681
